#AluResult      ,ImmData        ,RdAddress      ,CsrData        ,Negative       ,PcNext         ,DfuMode        ,CacheMiss      ,GprRsX1        ,GprRsX2        ,GprRdX         ,Inst           ,Rst            ,Clk            ,DfuWrEna       ,DfuAddress     ,DfuData        ,EnaPipeline    ,DataDependency ,
00000000000000000000000000100000,00000000000000000000000000001100,00000,00000000000000000000000001000001,1,00000000000000000000000000101101,1,0,01011,00001,00010,111,0,0,0,00000,00000000000000000000000000000000,0,0,DfuWrEna OK   ,DfuAddress OK   ,DfuData OK   ,EnaPipeline OK   ,DataDependency OK   ,
00000000000000000000000000100000,00000000000000000000000000001100,00001,00000000000000000000000001000001,1,00000000000000000000000000101101,1,0,01100,01100,00011,000,0,0,0,00000,00000000000000000000000000000000,0,0,DfuWrEna OK   ,DfuAddress OK   ,DfuData OK   ,EnaPipeline OK   ,DataDependency OK   ,
00000000000000000000000000100000,00000000000000000000000000001100,00000,00000000000000000000000001000001,1,00000000000000000000000000101101,1,0,00001,00000,00000,001,0,0,0,00000,00000000000000000000000000000000,0,0,DfuWrEna OK   ,DfuAddress OK   ,DfuData OK   ,EnaPipeline OK   ,DataDependency OK   ,
00000000000000000000000000100000,00000000000000000000000000001100,00000,00000000000000000000000001000001,1,00000000000000000000000000101101,0,0,00000,00000,00000,000,1,0,0,00000,00000000000000000000000000000000,0,0,DfuWrEna OK   ,DfuAddress OK   ,DfuData OK   ,EnaPipeline OK   ,DataDependency OK   ,
00000000000000000000000000100000,00000000000000000000000000001100,00000,00000000000000000000000001000001,1,00000000000000000000000000101101,1,0,01011,01100,00001,111,0,0,0,00000,00000000000000000000000000000000,0,0,DfuWrEna OK   ,DfuAddress OK   ,DfuData OK   ,EnaPipeline OK   ,DataDependency OK   ,
00000000000000000000000000100000,00000000000000000000000000001100,00000,00000000000000000000000001000001,1,00000000000000000000000000101101,1,0,00001,00001,00010,111,0,0,0,00000,00000000000000000000000000000000,0,0,DfuWrEna OK   ,DfuAddress OK   ,DfuData OK   ,EnaPipeline OK   ,DataDependency OK   ,
00000000000000000000000000100000,00000000000000000000000000001100,00000,00000000000000000000000001000001,1,00000000000000000000000000101101,1,0,00010,01101,00011,111,0,0,0,00000,00000000000000000000000000000000,1,1,DfuWrEna OK   ,DfuAddress OK   ,DfuData OK   ,EnaPipeline OK   ,DataDependency OK   ,
00000000000000000000000000100000,00000000000000000000000000001100,00001,00000000000000000000000001000001,1,00000000000000000000000000101101,1,0,00010,01101,00011,101,0,0,1,00001,00000000000000000000000000000001,0,0,DfuWrEna OK   ,DfuAddress OK   ,DfuData OK   ,EnaPipeline OK   ,DataDependency OK   ,
00000000000000000000000000100000,00000000000000000000000000001100,00000,00000000000000000000000001000001,1,00000000000000000000000000101101,1,0,01101,01101,00100,100,0,0,0,00000,00000000000000000000000000000000,1,1,DfuWrEna OK   ,DfuAddress OK   ,DfuData OK   ,EnaPipeline OK   ,DataDependency OK   ,
00000000000000000000000000100000,00000000000000000000000000001100,00010,00000000000000000000000001000001,1,00000000000000000000000000101101,1,0,01101,01101,00100,011,0,0,1,00010,00000000000000000000000000100000,0,0,DfuWrEna OK   ,DfuAddress OK   ,DfuData OK   ,EnaPipeline OK   ,DataDependency OK   ,
00000000000000000000000000100000,00000000000000000000000000001100,00000,00000000000000000000000001000001,1,00000000000000000000000000101101,0,0,00000,00000,00000,000,1,0,0,00000,00000000000000000000000000000000,0,0,DfuWrEna OK   ,DfuAddress OK   ,DfuData OK   ,EnaPipeline OK   ,DataDependency OK   ,
00000000000000000000000000100000,00000000000000000000000000001100,00000,00000000000000000000000001000001,1,00000000000000000000000000101101,1,0,01011,01100,00001,111,0,0,0,00000,00000000000000000000000000000000,0,0,DfuWrEna OK   ,DfuAddress OK   ,DfuData OK   ,EnaPipeline OK   ,DataDependency OK   ,
00000000000000000000000000100000,00000000000000000000000000001100,00000,00000000000000000000000001000001,1,00000000000000000000000000101101,1,0,00001,01100,00010,111,0,0,0,00000,00000000000000000000000000000000,0,0,DfuWrEna OK   ,DfuAddress OK   ,DfuData OK   ,EnaPipeline OK   ,DataDependency OK   ,
00000000000000000000000000100000,00000000000000000000000000001100,00000,00000000000000000000000001000001,1,00000000000000000000000000101101,1,0,01101,01110,00011,111,0,0,0,00000,00000000000000000000000000000000,1,1,DfuWrEna OK   ,DfuAddress OK   ,DfuData OK   ,EnaPipeline OK   ,DataDependency OK   ,
00000000000000000000000000100000,00000000000000000000000000001100,00001,00000000000000000000000001000001,1,00000000000000000000000000101101,1,1,01101,01110,00011,011,0,0,1,00001,00000000000000000000000000100000,0,0,DfuWrEna OK   ,DfuAddress OK   ,DfuData OK   ,EnaPipeline OK   ,DataDependency OK   ,
00000000000000000000000000100000,00000000000000000000000000001100,00001,00000000000000000000000001000001,1,00000000000000000000000000101101,1,1,01101,01110,00011,011,0,0,1,00001,00000000000000000000000000100000,0,0,DfuWrEna OK   ,DfuAddress ERROR,DfuData OK   ,EnaPipeline OK   ,DataDependency OK   ,
00000000000000000000000000100000,00000000000000000000000000001100,00001,00000000000000000000000001000001,1,00000000000000000000000000101101,1,0,01101,01110,00011,011,0,0,1,00001,00000000000000000000000000100000,0,0,DfuWrEna OK   ,DfuAddress ERROR,DfuData OK   ,EnaPipeline OK   ,DataDependency OK   ,
00000000000000000000000000100000,00000000000000000000000000001100,00010,00000000000000000000000001000001,1,00000000000000000000000000101101,1,0,01101,01110,00100,100,0,0,0,00000,00000000000000000000000000000000,0,0,DfuWrEna OK   ,DfuAddress OK   ,DfuData OK   ,EnaPipeline OK   ,DataDependency OK   ,
00000000000000000000000000100000,00000000000000000000000000001100,00011,00000000000000000000000001000001,1,00000000000000000000000000101101,1,0,01111,10011,01010,101,0,0,0,00000,00000000000000000000000000000000,0,0,DfuWrEna OK   ,DfuAddress OK   ,DfuData OK   ,EnaPipeline OK   ,DataDependency OK   ,
