#RdAddress   ,MepcWr      ,WrOperation ,ExcWrEna    ,ExcData     ,ExcAddress  ,CycleMepc   ,WrAddress   ,GprData     ,ImmData     ,Rst         ,Clk         ,MepcRd      ,Mtvec       ,Mnev        ,Mie         ,Mps         ,CsrData     ,
00000000000000000001000000000000,00000000000000000000000000000000,000,00,00000000000000000000000000000000,00000000000000000000000000000000,00,00000000000000000001000000000001,00011100101101100000011010110011,10111,0,0,00000000000000000000000000000000,00000000000000000000000000010111,00000000000000000000000000000000,00000000000001001110100101000111,00000000101100100100111011110000,00000000101100100100111011110000,MepcRd OK   ,Mtvec ERROR,Mnev OK   ,Mie ERROR,Mps ERROR,CsrData ERROR,
00000000000000000001000000000001,00000000000000000000000000000000,000,00,00000000000000000000000000000000,00000000000000000000000000000000,00,00000000000000000001000000000010,00000000000000000001100110111010,10111,0,0,00000000000000000000000000000000,00000000000000000000000000010111,00011100101101100000011010110011,00000000000001001110100101000111,00000000101100100100111011110000,00011100101101100000011010110011,MepcRd OK   ,Mtvec ERROR,Mnev ERROR,Mie ERROR,Mps ERROR,CsrData ERROR,
00000000000000000001000000000010,00000000000000000000000000000000,000,00,00000000000000000000000000000000,00000000000000000000000000000000,00,00000000000000000001000000000011,00000000000000000000100001111000,10111,0,0,00000000000000000001100110111010,00000000000000000000000000010111,00011100101101100000011010110011,00000000000001001110100101000111,00000000101100100100111011110000,00000000000000000001100110111010,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie ERROR,Mps ERROR,CsrData ERROR,
00000000000000000001000000000011,00000000000000000000000000000000,000,00,00000000000000000000000000000000,00000000000000000000000000000000,00,00000000000000000001000000000100,00000000000000000000000000000101,10111,0,0,00000000000000000001100110111010,00000000000000000000000000010111,00011100101101100000011010110011,00000000000001001110100101000111,00000000101100100100111011110000,00000000000000000000000000000000,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie ERROR,Mps ERROR,CsrData OK   ,
00000000000000000001000000000100,00000000000000000000000000000000,000,00,00000000000000000000000000000000,00000000000000000000000000000000,00,00000000000000000001000000000101,00000000000000000000000001001111,10111,0,0,00000000000000000001100110111010,00000000000000000000000000010111,00011100101101100000011010110011,00000000000001001110100101000111,00000000101100100100111011110000,00000000000000000000000000000000,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie ERROR,Mps ERROR,CsrData OK   ,
00000000000000000001000000000101,00000000000000000000000000000000,001,00,00000000000000000000000000000000,00000000000000000000000000000000,00,00000000000000000000001100000001,00000000000000000000000000001010,10111,0,0,00000000000000000001100110111010,00000000000000000000000000010111,00011100101101100000011010110011,00000000000001001110100101000111,00000000101100100100111011110000,00000000000000000000000000000000,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie ERROR,Mps ERROR,CsrData OK   ,
00000000000000000000001100000001,00000000000000000000000000000000,010,00,00000000000000000000000000000000,00000000000000000000000000000000,00,00000000000000000000001100000100,00000000000000000000000000000111,10111,0,0,00000000000000000001100110111010,00000000000000000000000000010111,00011100101101100000011010110011,00000000000001001110100101000111,00000000101100100100111011110000,00000000000000000000000000001010,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie ERROR,Mps ERROR,CsrData ERROR,
00000000000000000000001100000100,00000000000000000000000000000000,011,00,00000000000000000000000000000000,00000000000000000000000000000000,00,00000000000000000000001100000101,00000000000000000000000000010111,10101,0,0,00000000000000000001100110111010,00000000000000000000000000010111,00011100101101100000011010110011,00000000000000000000000000000000,00000000101100100100111011110000,00000000000000000000000000000000,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie OK   ,Mps ERROR,CsrData OK   ,
00000000000000000000001100000101,00000000000000000000000000000000,100,00,00000000000000000000000000000000,00000000000000000000000000000000,00,00000000000000000000001101000010,00000000000000000000000000010111,01010,0,0,00000000000000000001100110111010,00000000000000000000000000010101,00011100101101100000011010110011,00000000000000000000000000000000,00000000101100100100111011110000,00000000000000000000000000010101,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie OK   ,Mps ERROR,CsrData ERROR,
00000000000000000000001101000010,00000000000000000000000000000000,101,00,00000000000000000000000000000000,00000000000000000000000000000000,00,00000000000000000000001101000011,00000000000000000000000000010111,00101,0,0,00000000000000000001100110111010,00000000000000000000000000010101,00011100101101100000011010110011,00000000000000000000000000000000,00000000101100100100111011110000,00000000000000000000000000001010,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie OK   ,Mps ERROR,CsrData ERROR,
00000000000000000000001101000011,00000000000000000000000000000000,110,00,00000000000000000000000000000000,00000000000000000000000000000000,00,00000000000000000000111100010010,00000000000000000000000000010111,10111,0,0,00000000000000000001100110111010,00000000000000000000000000010101,00011100101101100000011010110011,00000000000000000000000000000000,00000000101100100100111011110000,00000000000000000000000000010000,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie OK   ,Mps ERROR,CsrData ERROR,
00000000000000000000111100010010,00000000000000000000000000000000,111,00,00000000000000000000000000000000,00000000000000000000000000000000,00,00000000000000000000111100010011,00000000000000000000000000010111,10111,0,0,00000000000000000001100110111010,00000000000000000000000000010101,00011100101101100000011010110011,00000000000000000000000000000000,00000000101100100100111011110000,00000000000000000000000000000000,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie OK   ,Mps ERROR,CsrData OK   ,
00000000000000000000111100010011,00000000000000000000000000000000,000,00,00000000000000000000000000000000,00000000000000000000000000000000,00,00000000000000000000000000010101,00000000000000000000000000010111,10111,0,0,00000000000000000001100110111010,00000000000000000000000000010101,00011100101101100000011010110011,00000000000000000000000000000000,00000000101100100100111011110000,00000000000010011111000110101001,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie OK   ,Mps ERROR,CsrData ERROR,
00000000000000000000000000000000,00000000000000000000000000100000,000,00,00000000000000000000000000000000,00000000000000000000000000000000,01,00000000000000000000000000000000,00000000000000000000000000000000,00000,0,0,00000000000000000001100110111010,00000000000000000000000000010101,00011100101101100000011010110011,00000000000000000000000000000000,00000000101100100100111011110000,00000000000000000000000000000000,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie OK   ,Mps ERROR,CsrData OK   ,
00000000000000000000000000000000,00000000000000000000000001000001,000,00,00000000000000000000000000000000,00000000000000000000000000000000,01,00000000000000000000000000000000,00000000000000000000000000000000,00000,0,0,00000000000000000000000000100000,00000000000000000000000000010101,00011100101101100000011010110011,00000000000000000000000000000000,00000000101100100100111011110000,00000000000000000000000000000000,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie OK   ,Mps ERROR,CsrData OK   ,
00000000000000000000000000000000,00000000000000000000000000101101,000,00,00000000000000000000000000000000,00000000000000000000000000000000,01,00000000000000000000000000000000,00000000000000000000000000000000,00000,0,0,00000000000000000000000001000001,00000000000000000000000000010101,00011100101101100000011010110011,00000000000000000000000000000000,00000000101100100100111011110000,00000000000000000000000000000000,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie OK   ,Mps ERROR,CsrData OK   ,
00000000000000000000000000000000,00000000000000000000000001100010,000,00,00000000000000000000000000000000,00000000000000000000000000000000,00,00000000000000000000000000000000,00000000000000000000000000000000,00000,0,0,00000000000000000000000000101101,00000000000000000000000000010101,00011100101101100000011010110011,00000000000000000000000000000000,00000000101100100100111011110000,00000000000000000000000000000000,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie OK   ,Mps ERROR,CsrData OK   ,
00000000000000000000000000000000,00000000000000000000000001001110,000,00,00000000000000000000000000000000,00000000000000000000000000000000,00,00000000000000000000000000000000,00000000000000000000000000000000,00000,0,0,00000000000000000000000000101101,00000000000000000000000000010101,00011100101101100000011010110011,00000000000000000000000000000000,00000000101100100100111011110000,00000000000000000000000000000000,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie OK   ,Mps ERROR,CsrData OK   ,
00000000000000000000000000000000,00000000000000000000000000001100,000,00,00000000000000000000000000000000,00000000000000000000000000000000,10,00000000000000000000000000000000,00000000000000000000000000000000,00000,0,0,00000000000000000000000000101101,00000000000000000000000000010101,00011100101101100000011010110011,00000000000000000000000000000000,00000000101100100100111011110000,00000000000000000000000000000000,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie OK   ,Mps ERROR,CsrData OK   ,
00000000000000000000000000000000,00000000000000000000000001010101,000,00,00000000000000000000000000000000,00000000000000000000000000000000,10,00000000000000000000000000000000,00000000000000000000000000000000,00000,0,0,00000000000000000000000001000001,00000000000000000000000000010101,00011100101101100000011010110011,00000000000000000000000000000000,00000000101100100100111011110000,00000000000000000000000000000000,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie OK   ,Mps ERROR,CsrData OK   ,
00000000000000000000000000000000,00000000000000000000000000011001,000,00,00000000000000000000000000000000,00000000000000000000000000000000,10,00000000000000000000000000000000,00000000000000000000000000000000,00000,0,0,00000000000000000000000000100000,00000000000000000000000000010101,00011100101101100000011010110011,00000000000000000000000000000000,00000000101100100100111011110000,00000000000000000000000000000000,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie OK   ,Mps ERROR,CsrData OK   ,
00000000000000000000000000000000,00000000000000000000000001100000,000,00,00000000000000000000000000000000,00000000000000000000000000000000,00,00000000000000000000000000000000,00000000000000000000000000000000,00000,0,0,00000000000000000001100110111010,00000000000000000000000000010101,00011100101101100000011010110011,00000000000000000000000000000000,00000000101100100100111011110000,00000000000000000000000000000000,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie OK   ,Mps ERROR,CsrData OK   ,
00000000000000000000000000000000,00000000000000000000000000001110,000,00,00000000000000000000000000000000,00000000000000000000000000000000,00,00000000000000000000000000000000,00000000000000000000000000000000,00000,0,0,00000000000000000001100110111010,00000000000000000000000000010101,00011100101101100000011010110011,00000000000000000000000000000000,00000000101100100100111011110000,00000000000000000000000000000000,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie OK   ,Mps ERROR,CsrData OK   ,
00000000000000000000000000000000,00000000000000000001100110010100,000,00,00000000000000000000000000000000,00000000000000000000000000000000,01,00000000000000000000000000000000,00000000000000000000000000000000,00000,0,0,00000000000000000001100110111010,00000000000000000000000000010101,00011100101101100000011010110011,00000000000000000000000000000000,00000000101100100100111011110000,00000000000000000000000000000000,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie OK   ,Mps ERROR,CsrData OK   ,
00000000000000000000000000000000,00000000000000000000000000000000,000,01,00000000000000000010111101100011,00000000000000000000001100000001,00,00000000000000000000000000000000,00000000000000000000000000000000,00000,0,0,00000000000000000001100110010100,00000000000000000000000000010101,00011100101101100000011010110011,00000000000000000000000000000000,00000000101100100100111011110000,00000000000000000000000000000000,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie OK   ,Mps ERROR,CsrData OK   ,
00000000000000000000000000000000,00000000000000000000000000000000,000,01,00000000000000000010111101100100,00000000000000000000001100000100,00,00000000000000000000000000000000,00000000000000000000000000000000,00000,0,0,00000000000000000001100110010100,00000000000000000000000000010101,00011100101101100000011010110011,00000000000000000000000000000000,00000000101100100100111011110000,00000000000000000000000000000000,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie OK   ,Mps ERROR,CsrData OK   ,
00000000000000000000000000000000,00000000000000000000000000000000,000,01,00000000000000000010111101100101,00000000000000000000001100000101,00,00000000000000000000000000000000,00000000000000000000000000000000,00000,0,0,00000000000000000001100110010100,00000000000000000000000000010101,00011100101101100000011010110011,00000000000000000010111101100100,00000000101100100100111011110000,00000000000000000000000000000000,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie ERROR,Mps ERROR,CsrData OK   ,
00000000000000000000000000000000,00000000000000000000000000000000,000,01,00000000000000000010111101100110,00000000000000000000001101000010,00,00000000000000000000000000000000,00000000000000000000000000000000,00000,0,0,00000000000000000001100110010100,00000000000000000010111101100101,00011100101101100000011010110011,00000000000000000010111101100100,00000000101100100100111011110000,00000000000000000000000000000000,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie ERROR,Mps ERROR,CsrData OK   ,
00000000000000000000000000000000,00000000000000000000000000000000,000,01,00000000000000000010111101100111,00000000000000000000001101000011,00,00000000000000000000000000000000,00000000000000000000000000000000,00000,0,0,00000000000000000001100110010100,00000000000000000010111101100101,00011100101101100000011010110011,00000000000000000010111101100100,00000000101100100100111011110000,00000000000000000000000000000000,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie ERROR,Mps ERROR,CsrData OK   ,
00000000000000000000000000000000,00000000000000000000000000000000,000,01,00000000000000000010111101101000,00000000000000000000111100010010,00,00000000000000000000000000000000,00000000000000000000000000000000,00000,0,0,00000000000000000001100110010100,00000000000000000010111101100101,00011100101101100000011010110011,00000000000000000010111101100100,00000000101100100100111011110000,00000000000000000000000000000000,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie ERROR,Mps ERROR,CsrData OK   ,
00000000000000000000000000000000,00000000000000000000000000000000,000,01,00000000000000000010111101101001,00000000000000000000111100010011,00,00000000000000000000000000000000,00000000000000000000000000000000,00000,0,0,00000000000000000001100110010100,00000000000000000010111101100101,00011100101101100000011010110011,00000000000000000010111101100100,00000000101100100100111011110000,00000000000000000000000000000000,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie ERROR,Mps ERROR,CsrData OK   ,
00000000000000000000000000000000,00000000000000000000000000000000,000,01,00000000000000000010111101101010,00000000000000000000111100010100,00,00000000000000000000000000000000,00000000000000000000000000000000,00000,0,0,00000000000000000001100110010100,00000000000000000010111101100101,00011100101101100000011010110011,00000000000000000010111101100100,00000000101100100100111011110000,00000000000000000000000000000000,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie ERROR,Mps ERROR,CsrData OK   ,
00000000000000000000000000000000,00000000000000000000000000000000,000,01,00000000000000000010111101101011,00000000000000000001000000000000,00,00000000000000000000000000000000,00000000000000000000000000000000,00000,0,0,00000000000000000001100110010100,00000000000000000010111101100101,00011100101101100000011010110011,00000000000000000010111101100100,00000000101100100100111011110000,00000000000000000000000000000000,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie ERROR,Mps ERROR,CsrData OK   ,
00000000000000000000000000000000,00000000000000000000000000000000,000,01,00000000000000000010111101101100,00000000000000000001000000000001,00,00000000000000000000000000000000,00000000000000000000000000000000,00000,0,0,00000000000000000001100110010100,00000000000000000010111101100101,00011100101101100000011010110011,00000000000000000010111101100100,00000000000000000010111101101011,00000000000000000000000000000000,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie ERROR,Mps ERROR,CsrData OK   ,
00000000000000000000000000000000,00000000000000000000000000000000,000,01,00000000000000000010111101101101,00000000000000000001000000000010,00,00000000000000000000000000000000,00000000000000000000000000000000,00000,0,0,00000000000000000001100110010100,00000000000000000010111101100101,00000000000000000010111101101100,00000000000000000010111101100100,00000000000000000010111101101011,00000000000000000000000000000000,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie ERROR,Mps ERROR,CsrData OK   ,
00000000000000000000000000000000,00000000000000000000000000000000,000,01,00000000000000000010111101101110,00000000000000000001000000000011,00,00000000000000000000000000000000,00000000000000000000000000000000,00000,0,0,00000000000000000001100110010100,00000000000000000010111101100101,00000000000000000010111101101100,00000000000000000010111101100100,00000000000000000010111101101011,00000000000000000000000000000000,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie ERROR,Mps ERROR,CsrData OK   ,
00000000000000000000000000000000,00000000000000000000000000000000,000,01,00000000000000000010111101101111,00000000000000000001000000000100,00,00000000000000000000000000000000,00000000000000000000000000000000,00000,0,0,00000000000000000001100110010100,00000000000000000010111101100101,00000000000000000010111101101100,00000000000000000010111101100100,00000000000000000010111101101011,00000000000000000000000000000000,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie ERROR,Mps ERROR,CsrData OK   ,
00000000000000000000000000000000,00000000000000000000000000000000,000,01,00000000000000000010111101110000,00000000000000000001000000000101,00,00000000000000000000000000000000,00000000000000000000000000000000,00000,0,0,00000000000000000001100110010100,00000000000000000010111101100101,00000000000000000010111101101100,00000000000000000010111101100100,00000000000000000010111101101011,00000000000000000000000000000000,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie ERROR,Mps ERROR,CsrData OK   ,
00000000000000000000000000000000,00000000000000000000000000000000,000,01,00000000000000000010111101110001,00000000000000000000001100000001,00,00000000000000000000000000000000,00000000000000000000000000000000,00000,0,0,00000000000000000001100110010100,00000000000000000010111101100101,00000000000000000010111101101100,00000000000000000010111101100100,00000000000000000010111101101011,00000000000000000000000000000000,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie ERROR,Mps ERROR,CsrData OK   ,
00000000000000000000000000000000,00000000000000000000000000000000,000,01,00000000000000000010111101110010,00000000000000000000001100000100,00,00000000000000000000000000000000,00000000000000000000000000000000,00000,0,0,00000000000000000001100110010100,00000000000000000010111101100101,00000000000000000010111101101100,00000000000000000010111101100100,00000000000000000010111101101011,00000000000000000000000000000000,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie ERROR,Mps ERROR,CsrData OK   ,
00000000000000000000000000000000,00000000000000000000000000000000,000,01,00000000000000000010111101110011,00000000000000000000001100000101,00,00000000000000000000000000000000,00000000000000000000000000000000,00000,0,0,00000000000000000001100110010100,00000000000000000010111101100101,00000000000000000010111101101100,00000000000000000010111101110010,00000000000000000010111101101011,00000000000000000000000000000000,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie ERROR,Mps ERROR,CsrData OK   ,
00000000000000000000000000000000,00000000000000000000000000000000,000,01,00000000000000000010111101110100,00000000000000000000001101000010,00,00000000000000000000000000000000,00000000000000000000000000000000,00000,0,0,00000000000000000001100110010100,00000000000000000010111101110011,00000000000000000010111101101100,00000000000000000010111101110010,00000000000000000010111101101011,00000000000000000000000000000000,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie ERROR,Mps ERROR,CsrData OK   ,
00000000000000000000000000000000,00000000000000000000000000000000,000,01,00000000000000000010111101110101,00000000000000000000001101000011,00,00000000000000000000000000000000,00000000000000000000000000000000,00000,0,0,00000000000000000001100110010100,00000000000000000010111101110011,00000000000000000010111101101100,00000000000000000010111101110010,00000000000000000010111101101011,00000000000000000000000000000000,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie ERROR,Mps ERROR,CsrData OK   ,
00000000000000000000000000000000,00000000000000000000000000000000,000,01,00000000000000000010111101110110,00000000000000000000111100010010,00,00000000000000000000000000000000,00000000000000000000000000000000,00000,0,0,00000000000000000001100110010100,00000000000000000010111101110011,00000000000000000010111101101100,00000000000000000010111101110010,00000000000000000010111101101011,00000000000000000000000000000000,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie ERROR,Mps ERROR,CsrData OK   ,
00000000000000000000000000000000,00000000000000000000000000000000,000,01,00000000000000000010111101110111,00000000000000000000111100010011,00,00000000000000000000000000000000,00000000000000000000000000000000,00000,0,0,00000000000000000001100110010100,00000000000000000010111101110011,00000000000000000010111101101100,00000000000000000010111101110010,00000000000000000010111101101011,00000000000000000000000000000000,MepcRd ERROR,Mtvec ERROR,Mnev ERROR,Mie ERROR,Mps ERROR,CsrData OK   ,
