#InImmData      ,InRdAddress    ,InRs1Address   ,InRs2Address   ,InPcNext       ,InPc           ,InAluOperation ,InAluSource    ,InCsrOperation ,InMdrOperation ,InWbDataSrc    ,InGprWrEna     ,PipelineMode   ,Rst            ,Clk            ,OutAluResult   ,OutMemData     ,OutImmData     ,OutRdAddress   ,OutCsrData     ,OutNegative    ,OutPcNext      ,OutWbDataSrc   ,OutGprWrEna    ,
00000000000000000000100000001000,10001,00000,00001,00000000000000000000100000001000,00000000000000000000100000001000,01111,00,101,1000,111,1,0111,0,0,00010010000100100001001000010010,00100011001000110010001100100011,00000000000000000000010100000101,01110,00110000000000000000000000000011,1,00000000000000000000010100000101,010,0,OutAluResult ERROR,OutMemData ERROR,OutImmData ERROR,OutRdAddress ERROR,OutCsrData ERROR,OutNegative ERROR,OutPcNext ERROR,OutWbDataSrc ERROR,OutGprWrEna OK   ,
00000000000000000000100000001000,10001,00000,00001,00000000000000000000100000001000,00000000000000000000100000001000,01111,00,101,1000,111,1,0001,0,0,00010010000100100001001000010010,00100011001000110010001100100011,00000000000000000000010100000101,01110,00110000000000000000000000000011,1,00000000000000000000010100000101,010,0,OutAluResult ERROR,OutMemData ERROR,OutImmData ERROR,OutRdAddress ERROR,OutCsrData ERROR,OutNegative ERROR,OutPcNext ERROR,OutWbDataSrc ERROR,OutGprWrEna OK   ,
00000000000000000000100100001001,10010,00010,00101,00000000000000000000100100001001,00000000000000000000100100001001,11011,01,100,1011,110,1,1001,0,0,00010010000100100001001000010010,00100011001000110010001100100011,00000000000000000000010100000101,01110,00110000000000000000000000000011,1,00000000000000000000010100000101,010,0,OutAluResult ERROR,OutMemData ERROR,OutImmData ERROR,OutRdAddress ERROR,OutCsrData ERROR,OutNegative ERROR,OutPcNext ERROR,OutWbDataSrc ERROR,OutGprWrEna OK   ,
00000000000000000000000100000001,10010,10100,00010,00000000000000000000000100000001,00000000000000000000000100000001,11100,10,100,0100,000,1,0001,0,0,00010010000100100001001000010010,00100011001000110010001100100011,00000000000000000000011000000110,01111,00110000000000000000000000000011,1,00000000000000000000011000000110,000,1,OutAluResult ERROR,OutMemData ERROR,OutImmData ERROR,OutRdAddress ERROR,OutCsrData ERROR,OutNegative ERROR,OutPcNext ERROR,OutWbDataSrc OK   ,OutGprWrEna ERROR,
00000000000000000000001000000010,11111,11101,01101,00000000000000000000001000000010,00000000000000000000001000000010,01110,00,100,0011,001,1,1011,0,0,00010010000100100001001000010010,00100011001000110010001100100011,00000000000000000000011100000111,10000,00110000000000000000000000000011,1,00000000000000000000011100000111,101,1,OutAluResult ERROR,OutMemData ERROR,OutImmData ERROR,OutRdAddress ERROR,OutCsrData ERROR,OutNegative ERROR,OutPcNext ERROR,OutWbDataSrc ERROR,OutGprWrEna ERROR,
00000000000000000000001100000011,00001,01111,01010,00000000000000000000001100000011,00000000000000000000001100000011,10011,11,000,0100,010,0,0001,0,0,00010010000100100001001000010010,00100011001000110010001100100011,00000000000000000000011100000111,10000,00110000000000000000000000000011,1,00000000000000000000011100000111,101,1,OutAluResult ERROR,OutMemData ERROR,OutImmData ERROR,OutRdAddress ERROR,OutCsrData ERROR,OutNegative ERROR,OutPcNext ERROR,OutWbDataSrc ERROR,OutGprWrEna ERROR,
00000000000000000000010000000100,01000,00001,11011,00000000000000000000010000000100,00000000000000000000010000000100,10111,10,001,0100,010,0,1101,0,0,00010010000100100001001000010010,00100011001000110010001100100011,00000000000000000000000000000000,00000,00110000000000000000000000000011,1,00000000000000000000000000000000,111,0,OutAluResult ERROR,OutMemData ERROR,OutImmData OK   ,OutRdAddress OK   ,OutCsrData ERROR,OutNegative ERROR,OutPcNext OK   ,OutWbDataSrc ERROR,OutGprWrEna OK   ,
00000000000000000000010100000101,00010,10111,01000,00000000000000000000010100000101,00000000000000000000010100000101,11101,00,010,0000,010,1,0001,0,0,00010010000100100001001000010010,00100011001000110010001100100011,00000000000000000000100100001001,10010,00110000000000000000000000000011,1,00000000000000000000100100001001,110,1,OutAluResult ERROR,OutMemData ERROR,OutImmData ERROR,OutRdAddress ERROR,OutCsrData ERROR,OutNegative ERROR,OutPcNext ERROR,OutWbDataSrc ERROR,OutGprWrEna ERROR,
00000000000000000000011000000110,01101,10000,11001,00000000000000000000011000000110,00000000000000000000011000000110,01111,10,111,0010,010,1,1111,0,0,00010010000100100001001000010010,00100011001000110010001100100011,00000000000000000000000000000000,00000,00110000000000000000000000000011,1,00000000000000000000000000000000,111,0,OutAluResult ERROR,OutMemData ERROR,OutImmData OK   ,OutRdAddress OK   ,OutCsrData ERROR,OutNegative ERROR,OutPcNext OK   ,OutWbDataSrc ERROR,OutGprWrEna OK   ,
00000000000000000000011100000111,11110,01000,01100,00000000000000000000011100000111,00000000000000000000011100000111,00101,10,111,0100,101,0,0001,0,0,00010010000100100001001000010010,00100011001000110010001100100011,00000000000000000000000000000000,00000,00110000000000000000000000000011,1,00000000000000000000000000000000,111,0,OutAluResult ERROR,OutMemData ERROR,OutImmData OK   ,OutRdAddress OK   ,OutCsrData ERROR,OutNegative ERROR,OutPcNext OK   ,OutWbDataSrc ERROR,OutGprWrEna OK   ,
00000000000000000000100000001000,01000,10101,00100,00000000000000000000100000001000,00000000000000000000100000001000,10110,11,010,0110,000,1,0000,0,0,00010010000100100001001000010010,00100011001000110010001100100011,00000000000000000000100000001000,01000,00110000000000000000000000000011,1,00000000000000000000100000001000,000,1,OutAluResult ERROR,OutMemData ERROR,OutImmData ERROR,OutRdAddress ERROR,OutCsrData ERROR,OutNegative ERROR,OutPcNext ERROR,OutWbDataSrc OK   ,OutGprWrEna ERROR,
00000000000000000000100100001001,01100,01101,01000,00000000000000000000100100001001,00000000000000000000100100001001,00101,01,101,0011,000,0,0010,0,0,00010010000100100001001000010010,00100011001000110010001100100011,00000000000000000000100100001001,01100,00110000000000000000000000000011,1,00000000000000000000100100001001,000,0,OutAluResult ERROR,OutMemData ERROR,OutImmData ERROR,OutRdAddress ERROR,OutCsrData ERROR,OutNegative ERROR,OutPcNext ERROR,OutWbDataSrc OK   ,OutGprWrEna OK   ,
00000000000000000000000100000001,01010,11010,00010,00000000000000000000000100000001,00000000000000000000000100000001,11111,00,001,1100,111,0,0100,0,0,00010010000100100001001000010010,00100011001000110010001100100011,00000000000000000000000100000001,01010,00110000000000000000000000000011,1,00000000000000000000000100000001,111,0,OutAluResult ERROR,OutMemData ERROR,OutImmData ERROR,OutRdAddress ERROR,OutCsrData ERROR,OutNegative ERROR,OutPcNext ERROR,OutWbDataSrc ERROR,OutGprWrEna OK   ,
00000000000000000000001000000010,01100,01001,01000,00000000000000000000001000000010,00000000000000000000001000000010,01100,00,011,0101,111,1,0110,0,0,00010010000100100001001000010010,00100011001000110010001100100011,00000000000000000000001000000010,01100,00110000000000000000000000000011,1,00000000000000000000001000000010,111,1,OutAluResult ERROR,OutMemData ERROR,OutImmData ERROR,OutRdAddress ERROR,OutCsrData ERROR,OutNegative ERROR,OutPcNext ERROR,OutWbDataSrc ERROR,OutGprWrEna ERROR,
00000000000000000000001100000011,10011,01011,01100,00000000000000000000001100000011,00000000000000000000001100000011,00000,11,010,0110,000,0,1000,0,0,00010010000100100001001000010010,00100011001000110010001100100011,00000000000000000000001100000011,10011,00110000000000000000000000000011,1,00000000000000000000001100000011,000,0,OutAluResult ERROR,OutMemData ERROR,OutImmData ERROR,OutRdAddress ERROR,OutCsrData ERROR,OutNegative ERROR,OutPcNext ERROR,OutWbDataSrc OK   ,OutGprWrEna OK   ,
00000000000000000000010000000100,10011,00000,00000,00000000000000000000010000000100,00000000000000000000010000000100,01101,01,101,0101,000,1,1010,0,0,00010010000100100001001000010010,00100011001000110010001100100011,00000000000000000000010000000100,10011,00110000000000000000000000000011,1,00000000000000000000010000000100,000,1,OutAluResult ERROR,OutMemData ERROR,OutImmData ERROR,OutRdAddress ERROR,OutCsrData ERROR,OutNegative ERROR,OutPcNext ERROR,OutWbDataSrc OK   ,OutGprWrEna ERROR,
00000000000000000000010100000101,11101,01001,10111,00000000000000000000010100000101,00000000000000000000010100000101,11100,11,110,1100,100,0,1011,0,0,00010010000100100001001000010010,00100011001000110010001100100011,00000000000000000000000000000000,00000,00110000000000000000000000000011,1,00000000000000000000000000000000,111,0,OutAluResult ERROR,OutMemData ERROR,OutImmData OK   ,OutRdAddress OK   ,OutCsrData ERROR,OutNegative ERROR,OutPcNext OK   ,OutWbDataSrc ERROR,OutGprWrEna OK   ,
00000000000000000000011000000110,10100,10000,10110,00000000000000000000011000000110,00000000000000000000011000000110,10101,00,001,0000,011,0,1100,0,0,00010010000100100001001000010010,00100011001000110010001100100011,00000000000000000000011000000110,10100,00110000000000000000000000000011,1,00000000000000000000011000000110,011,0,OutAluResult ERROR,OutMemData ERROR,OutImmData ERROR,OutRdAddress ERROR,OutCsrData ERROR,OutNegative ERROR,OutPcNext ERROR,OutWbDataSrc ERROR,OutGprWrEna OK   ,
00000000000000000000011100000111,00000,01111,10010,00000000000000000000011100000111,00000000000000000000011100000111,10110,01,001,0111,111,0,1101,0,0,00010010000100100001001000010010,00100011001000110010001100100011,00000000000000000000011000000110,10100,00110000000000000000000000000011,1,00000000000000000000011000000110,011,0,OutAluResult ERROR,OutMemData ERROR,OutImmData ERROR,OutRdAddress ERROR,OutCsrData ERROR,OutNegative ERROR,OutPcNext ERROR,OutWbDataSrc ERROR,OutGprWrEna OK   ,
00000000000000000000100000001000,00010,00010,01100,00000000000000000000100000001000,00000000000000000000100000001000,00110,00,001,0001,001,1,1110,0,0,00010010000100100001001000010010,00100011001000110010001100100011,00000000000000000000100000001000,00010,00110000000000000000000000000011,1,00000000000000000000100000001000,001,1,OutAluResult ERROR,OutMemData ERROR,OutImmData ERROR,OutRdAddress ERROR,OutCsrData ERROR,OutNegative ERROR,OutPcNext ERROR,OutWbDataSrc ERROR,OutGprWrEna ERROR,
00000000000000000000100100001001,00100,01110,10011,00000000000000000000100100001001,00000000000000000000100100001001,11110,01,111,1100,110,1,0000,0,0,00010010000100100001001000010010,00100011001000110010001100100011,00000000000000000000100100001001,00100,00110000000000000000000000000011,1,00000000000000000000100100001001,110,1,OutAluResult ERROR,OutMemData ERROR,OutImmData ERROR,OutRdAddress ERROR,OutCsrData ERROR,OutNegative ERROR,OutPcNext ERROR,OutWbDataSrc ERROR,OutGprWrEna ERROR,
