#Operation ,Source    ,CmpRes    ,Shamt     ,ImmData   ,GprData1  ,GprData2  ,Pc        ,Mtvec     ,ExcOp     ,AluResult ,AluFlags  ,
01110,00,000000,00000,00000000000000000001111010011010,00000000000000000000110010010010,00000000000000000010111011000101,00000000000000000010010000011101,00000000000000000000011011010000,0000,00000000000000000000000000000000,0000,AluResult OK   ,AluFlags OK   ,
01011,01,000000,00000,00011101001101001100111010000000,00000000000000000010110001010111,00000000000000000000000100101110,00000000000000000000010000011111,00000000000000000010001011000011,0000,00000000000000000000000001111000,0000,AluResult OK   ,AluFlags OK   ,
01011,10,000000,00000,00011101001101001100111010000000,00000000000000000000000101101001,00000000000000000010110010110000,00000000000000000000101001100010,00000000000000000010111010010111,0000,00000000000000000000000000101001,0000,AluResult OK   ,AluFlags OK   ,
01011,11,000000,00000,00000000000000000001101010101100,00011101001101001100111010000000,00000000000000000001101101101110,00000000000000000010101100111100,00000000000000000001011111111000,0000,00000000000000000000001100100001,0000,AluResult OK   ,AluFlags OK   ,
01011,00,000000,00000,00000000000000000010001110110011,00000000000000000010101000111001,00000000000000000010010011111111,00000000000000000010101011001011,00000000000000000001000001110010,0000,00000000000000000000000000000000,0000,AluResult OK   ,AluFlags OK   ,
01010,01,000000,00000,00011101001101001100111010000000,00000000000000000000111110111100,00000000000000000001011010101100,00000000000000000010011111010010,00000000000000000001100101111100,0000,00000000000000000000010010001011,0000,AluResult OK   ,AluFlags OK   ,
01010,10,000000,00000,00011101001101001100111010000000,00000000000000000001101101000011,00000000000000000000101110010101,00000000000000000010100101111000,00000000000000000000010010111000,0000,00000000000000000000001100011100,0000,AluResult OK   ,AluFlags OK   ,
01010,11,000000,00000,00000000000000000010010011111011,00011101001101001100111010000000,00000000000000000010001001010111,00000000000000000001000100110111,00000000000000000000001111100110,0000,00000000000000000000001111101010,0000,AluResult OK   ,AluFlags OK   ,
01010,00,000000,00000,00000000000000000000100011111000,00000000000000000001101110100010,00000000000000000001011000110110,00000000000000000010000011110001,00000000000000000001110000001000,0000,00000000000000000000000000000000,0000,AluResult OK   ,AluFlags OK   ,
01000,01,000000,00000,00011101001101001100111010000000,00000000000000000000010110110001,00000000000000000001101011011110,00000000000000000010100100110100,00000000000000000011000010101101,0000,00000000000000000000010010110011,0000,AluResult OK   ,AluFlags OK   ,
01000,10,000000,00000,00011101001101001100111010000000,00000000000000000001100000111010,00000000000000000001100110010101,00000000000000000000111101100101,00000000000000000010110000010010,0000,00000000000000000000001011000011,0000,AluResult OK   ,AluFlags OK   ,
01000,11,000000,00000,00000000000000000010011000000001,00011101001101001100111010000000,00000000000000000001101011100100,00000000000000000010001111111100,00000000000000000010100011101001,0000,00000000000000000000001000010001,0000,AluResult ERROR,AluFlags OK   ,
01000,00,000000,00000,00000000000000000010001011001001,00000000000000000010110011001000,00000000000000000010000001101101,00000000000000000011001010101011,00000000000000000011001010101101,0000,00000000000000000000000000000000,0000,AluResult OK   ,AluFlags OK   ,
11000,01,000000,00000,00000000000000000010111111101100,00000000000000000001101110010101,00000000000000000000000110111000,00000000000000000000100000001001,00000000000000000001010111010111,0000,00000001100000010000111101001100,0000,AluResult OK   ,AluFlags OK   ,
11000,10,000000,00000,00000000000000000010001110111101,00000000000000000010010000110101,00000000000000000000011000000001,00000000000000000000100011110001,00000000000000000001101100101000,0000,00000101000011011111101000100001,0000,AluResult OK   ,AluFlags OK   ,
11000,11,000000,00000,00000000000000000001010100110010,00000000000000000001100001100011,00000000000000000001010001011011,00000000000000000001111011001001,00000000000000000000101011111111,0000,00000001111100000110011100110001,0000,AluResult OK   ,AluFlags OK   ,
11000,00,000000,00000,00000000000000000010011110101010,00000000000000000001111110111001,00000000000000000010101100100101,00000000000000000001101100000100,00000000000000000010001111001011,0000,00000000000000000000000000000000,0000,AluResult OK   ,AluFlags OK   ,
10010,01,000000,01111,00000000000000000000010001000000,00000000000000000001101101100001,00000000000000000000100011100100,00000000000000000001100111000000,00000000000000000000010100100000,0000,00001100111000000000000000000000,0000,AluResult OK   ,AluFlags OK   ,
10010,10,000000,01100,00000000000000000000000100111100,00000000000000000000101011001011,00000000000000000010010001010101,00000000000000000010101110101010,00000000000000000010110111011000,0000,00000000101011001011000000000000,0000,AluResult OK   ,AluFlags OK   ,
10010,11,000000,01010,00000000000000000001000101111000,00000000000000000000100101000111,00000000000000000010001010001100,00000000000000000010101010110101,00000000000000000010001110010101,0000,00000000001001010001110000000000,0000,AluResult OK   ,AluFlags OK   ,
10010,00,000000,00000,00000000000000000010111111110011,00000000000000000001110011111001,00000000000000000000010001001000,00000000000000000010111011110000,00000000000000000001110000010010,0000,00000000000000000000000000000000,0000,AluResult OK   ,AluFlags OK   ,
10001,01,000000,10010,00000000000000000000010001100010,00000000000000000001000101110010,00000000000000000001110010101010,10000000000000000000000000000000,00000000000000000010100100011001,0000,11111111111111111110000000000000,0001,AluResult OK   ,AluFlags OK   ,
10001,10,000000,10001,00000000000000000011001010110101,10000000000000000000000000000000,00000000000000000010000110101110,00000000000000000001110100111100,00000000000000000000100111110100,0000,11111111111111111100000000000000,0001,AluResult OK   ,AluFlags OK   ,
10001,11,000000,10100,00000000000000000000111010011010,10000000000000000000000000000000,00000000000000000000011111100001,00000000000000000010100001101100,00000000000000000000100110101001,0000,11111111111111111111100000000000,0001,AluResult OK   ,AluFlags OK   ,
10001,00,000000,01001,00000000000000000010011110011111,00000000000000000000110001111010,00000000000000000000001001100011,00000000000000000010011101101110,00000000000000000010100010001101,0000,00000000000000000000000000000000,0000,AluResult OK   ,AluFlags OK   ,
10000,01,000000,00101,00000000000000000010111010001010,00000000000000000001101010010101,00000000000000000000111101001101,00000000000000000001111111001000,00000000000000000000110101001111,0000,00000000000000000000000011111110,0000,AluResult OK   ,AluFlags OK   ,
10000,10,000000,00011,00000000000000000000101111010111,00000000000000000010100001010101,00000000000000000001101001100000,00000000000000000010000111110011,00000000000000000000000010000101,0000,00000000000000000000010100001010,0000,AluResult OK   ,AluFlags OK   ,
10000,11,000000,00111,00000000000000000010100001000010,00000000000000000010000101110010,00000000000000000000100010001011,00000000000000000011000001111011,00000000000000000000100010011100,0000,00000000000000000000000001000010,0000,AluResult OK   ,AluFlags OK   ,
10000,00,000000,10101,00000000000000000001111011100111,00000000000000000010000010111001,00000000000000000001110101110001,00000000000000000010001100001101,00000000000000000011000010111001,0000,00000000000000000000000000000000,0000,AluResult OK   ,AluFlags OK   ,
00000,01,000000,10101,00000000000000000001011100110101,00000000000000000010000110011101,00000000000000000010110011110101,00000000000000000010100100100001,00000000000000000010110100111101,0000,00000000000000000000000100100001,0000,AluResult OK   ,AluFlags OK   ,
00000,10,000000,10101,00000000000000000000100100000011,00000000000000000010110010010001,00000000000000000000000101111110,00000000000000000000101111100001,00000000000000000011001000100001,0000,00000000000000000000100000000001,0000,AluResult OK   ,AluFlags OK   ,
00000,11,000000,10101,00000000000000000000101001111111,00000000000000000010001000010111,00000000000000000001011110101010,00000000000000000001010110100100,00000000000000000001110011000010,0000,00000000000000000000001000000010,0000,AluResult OK   ,AluFlags OK   ,
00000,00,000000,10101,00000000000000000001111100011110,00000000000000000001000110100111,00000000000000000001110000101001,00000000000000000001101000110010,00000000000000000001110000101000,0000,00000000000000000000000000000000,0000,AluResult OK   ,AluFlags OK   ,
00010,01,000000,10101,00000000000000000000110000011001,00000000000000000000011011000100,00000000000000000000100110100000,00000000000000000000011000011010,00000000000000000010101101001111,0000,00000000000000000000101000000011,0000,AluResult OK   ,AluFlags OK   ,
00010,10,000000,10101,00000000000000000001010111000111,00000000000000000001111011111011,00000000000000000000111000011111,00000000000000000001100000111000,00000000000000000010001110010111,0000,00000000000000000000101100111100,0000,AluResult OK   ,AluFlags OK   ,
00010,11,000000,10101,00000000000000000001001010000110,00000000000000000011001010110010,00000000000000000010111110111111,00000000000000000010101111101001,00000000000000000001100001111001,0000,00000000000000000001110100001101,0000,AluResult OK   ,AluFlags OK   ,
00010,00,000000,10101,00000000000000000010011100001101,00000000000000000010111110010000,00000000000000000010010110011111,00000000000000000001011111100011,00000000000000000000101100111100,0000,00000000000000000000000000000000,0000,AluResult OK   ,AluFlags OK   ,
00001,01,000000,10101,00000000000000000010110011000000,00000000000000000010100101100010,00000000000000000010101101011100,00000000000000000010111001101100,00000000000000000001111111100110,0000,00000000000000000010111011101100,0000,AluResult OK   ,AluFlags OK   ,
00001,10,000000,10101,00000000000000000000001100100010,00000000000000000011000101000110,00000000000000000000100001101111,00000000000000000010101101100011,00000000000000000000011001111010,0000,00000000000000000011001101100110,0000,AluResult OK   ,AluFlags OK   ,
00001,11,000000,10101,00000000000000000000001010110101,00000000000000000010001100011111,00000000000000000000110001110010,00000000000000000001000010001100,00000000000000000000110000100111,0000,00000000000000000010111101111111,0000,AluResult OK   ,AluFlags OK   ,
00001,00,000000,10101,00000000000000000001100111001010,00000000000000000000110111010101,00000000000000000001110010001110,00000000000000000000010000001000,00000000000000000010000000001000,0000,00000000000000000000000000000000,0000,AluResult OK   ,AluFlags OK   ,
11111,00,000000,00000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,0000,00000000000000000000000000000000,0000,AluResult OK   ,AluFlags OK   ,
