0d0000000248	00000000010000100100010110110011
0d0000000249	00000000001000100110010110110011
0d0000000250	00000000010000100110010110110011
0d0000000251	00000000001000100111010110110011
0d0000000252	00000000010000100111010110110011
0d0000000253	00000000000111111101010100110011
0d0000000254	00000000011011111101010100110011
0d0000000255	00000000001111111101010100110011
0d0000000256	00000001111111111101010100110011
0d0000000257	01000000000111111101010100110011
0d0000000258	01000000011011111101010100110011
0d0000000259	01000001111111111101010100110011
0d0000000260	01000000000111111101010100110011
0d0000000261	00000010000000001000011000110011
0d0000000262	00000011111100001000011000110011
0d0000000263	00000010001100110000011000110011
0d0000000264	00000011111111111000011000110011
0d0000000265	00000011111011111000011000110011
0d0000000266	00000011111111110000011000110011
0d0000000267	00000011111011110000011000110011
0d0000000268	00000010000000001001011010110011
0d0000000269	00000011111100001001011010110011
0d0000000270	00000010001100110001011010110011
0d0000000271	00000011111111111001011010110011
0d0000000272	00000011111011111001011010110011
0d0000000273	00000011111111110001011010110011
0d0000000274	00000011111011110001011010110011
0d0000000275	00000010000000001010011010110011
0d0000000276	00000011111100001010011010110011
0d0000000277	00000010001100110010011010110011
0d0000000278	00000011111111111010011010110011
0d0000000279	00000011111011111010011010110011
0d0000000280	00000011111111110010011010110011
0d0000000281	00000011111011110010011010110011
0d0000000282	00000010000000001011011010110011
0d0000000283	00000011111100001011011010110011
0d0000000284	00000010001100110011011010110011
0d0000000285	00000011111111111011011010110011
0d0000000286	00000011111011111011011010110011
0d0000000287	00000011111111110011011010110011
0d0000000288	00000011111011110011011010110011
0d0000000289	00000010000000001100011010110011
0d0000000290	00000010000000001101011000110011
0d0000000291	00000010000000001110010110110011
0d0000000292	00000010000000001111011010110011
0d0000000293	00000000000100001001010100010011
0d0000000294	00000000000101010001010100010011
0d0000000295	00000000000101010001010100010011
0d0000000296	00000000000100001001010110010011
0d0000000297	00000000000101011001010110010011
0d0000000298	00000000000101011001010110010011
0d0000000299	00000000000101011001010110010011
0d0000000300	00000000000100001001011000010011
0d0000000301	00000000000101100001011000010011
0d0000000302	00000000000101100001011000010011
0d0000000303	00000000000101100001011000010011
0d0000000304	00000000000101100001011000010011
0d0000000305	00000000000100001001010100010011
0d0000000306	00000000000101010001010100010011
0d0000000307	00000000000101010001010100010011
0d0000000308	00000000000101010001010100010011
0d0000000309	00000000000101010001010100010011
0d0000000310	00000000000101010001010100010011
0d0000000311	00110000000100101001010111110011
0d0000000312	00110000010000101001010111110011
0d0000000313	00110000010100001001010111110011
0d0000000314	00110100001000101001010111110011
0d0000000315	00110100001100101001010111110011
0d0000000316	11110001001000101001010111110011
0d0000000317	11110001001100101001010111110011
0d0000000318	11110001010000101001010111110011
0d0000000319	11111111101000101001010111110011
0d0000000320	11111111101100101001010111110011
0d0000000321	11111111110000101001010111110011
0d0000000322	11111111110011111010011001110011
0d0000000323	11111111110011111011011001110011
0d0000000324	11111111110000000010011001110011
0d0000000325	11111111110011111010011001110011
0d0000000326	11111111110000000011011001110011
0d0000000327	11111111101100000101011011110011
0d0000000328	11111111110000000110011011110011
0d0000000329	11111111101100000111011011110011
0d0000000330	11111111110000000110011011110011
0d0000000331	11111111101100000110011011110011
0d0000000332	11111111110100000111011011110011
0d0000000333	00011100011100000000100000100011
0d0000000334	00011100011100000001100010100011
0d0000000335	00011100011100000010100100100011
0d0000000336	00000000011000000000010100000011
0d0000000337	00000000011100000000010100000011
0d0000000338	00000000100000000000010100000011
0d0000000339	00000000011000000001010100000011
0d0000000340	00000000011100000001010100000011
0d0000000341	00000000100000000001010100000011
0d0000000342	00000000011000000010010100000011
0d0000000343	00000000011100000010010100000011
0d0000000344	00000000100000000010010100000011
0d0000000345	00000000011000000100010100000011
0d0000000346	00000000011100000100010100000011
0d0000000347	00000000100000000100010100000011
0d0000000348	00000000011000000101010100000011
0d0000000349	00000000011100000101010100000011
0d0000000350	00000000100000000101010100000011
0d0000000351	00000110000100000000000011100011
0d0000000352	00000110001100011001000001100011
0d0000000353	00000100011000011100111111100011
0d0000000354	00000100001100110101111101100011
0d0000000355	00000100001111111110111011100011
0d0000000356	00000101111100011111111001100011
0d0000000357	00000000000000000000010111100011
0d0000000358	00010110011000000000000001100111
0d0000000368	00000000000000000000000101100011
0d0000000369	00010111000100000000000001100111
0d0000000370	00000000000000000000111101100011
0d0000000371	00010111001100000000000001100111
0d0000000372	00000000000000000000000101100011
0d0000000373	00010111010100000000000001100111
0d0000000374	00000000000000000000000101100011
0d0000000375	00010111011100000000000001100111
0d0000000376	00000000000000000000000101100011
0d0000000377	00010111100100000000000001100111
0d0000000378	00000000000000000000001101100011
0d0000000379	00010111101100000000000001100111
0d0000000384	00000000000000001000000101100011
0d0000000385	00000000000000000000111111100011
0d0000000386	00011000001000000000000001100111
0d0000000387	00000000000000001000001001100011
0d0000000388	00000000000000001000000111100011
0d0000000389	00000000000000001000000101100011
0d0000000390	00000000000000000000111101100011
0d0000000391	00011000011100000000000001100111
0d0000000400	00000000000000000000000101100011
0d0000000401	00011001000100000000000001100111
0d0000000402	00000000000000000000000101100011
0d0000000403	00011001001000000000000001100111
0d0000000404	11111110000000000000000001100011
0d0000000405	00011001010100000000000001100111
0d0000000416	00000000000000001000000111100011
0d0000000417	00000000000000001000000101100011
0d0000000418	11111110000000000000000011100011
0d0000000419	00011010001100000000000001100111
0d0000000420	00000000000000001000001011100011
0d0000000421	00000000000000001000001001100011
0d0000000422	00000000000000001000000111100011
0d0000000423	00000000000000001000000101100011
0d0000000424	00000000000000000000000101100011
0d0000000425	00011010100100000000000001100111
0d0000000426	00000000000000001000001011100011
0d0000000427	00000000000000001000001001100011
0d0000000428	00000000000000001000000111100011
0d0000000429	00000000000000001000000101100011
0d0000000430	00000000000000000000000101100011
0d0000000431	00011010111100000000000001100111
0d0000000432	00000000000000000000000101100011
0d0000000433	00011011000100000000000001100111
0d0000000434	00000000000000000000000000110011
0d0000000435	00110000010011111001011011110011
0d0000000436	00000000000000000000011001100011
0d0000000448	00011100000000000000000001100111
0d0000000464	00000000000000000001010110110111
0d0000000465	11111111111111111111011000110111
0d0000000466	00000000000000011111011010110111
0d0000000467	10101010101010101010011100110111
0d0000000468	01010101010101010101011110110111
0d0000000469	00000000000000010001100000110111
0d0000000470	10000000000000000000100010110111
0d0000000471	00000000110001011101000010010011
0d0000000472	00000000110001100101000100010011
0d0000000473	00000000000001100101111110010011
0d0000000474	10101010101000000000100100110111
0d0000000475	00000000110001101101000110010011
0d0000000476	00000000110001110101001000010011
0d0000000477	00000000110001111101001010010011
0d0000000478	00000000110010000101001100010011
0d0000000479	11111111111100000000111110010011
0d0000000480	00000000000000000000000000110011
0d0000000481	00000000000000000000000000110011
0d0000000482	00000000000000000000000000110011
0d0000000483	00000000010010010000001110110011
0d0000000484	01000001000111111000111100110011
0d0000000485	00000000000000000000000000110011
0d0000000486	00000000000000000000000000110011
0d0000000487	00000000000000000000000000110011
0d0000000488	00001110000100000000010100010011
0d0000000489	00000000000000001000010100010011
0d0000000490	00000000000000001011010100110011
0d0000000491	00000000001000100100010110110011
0d0000000492	00000000000100001001010110010011
0d0000000493	00000000000101010001010100010011
0d0000000494	00000001111100011111000101100011
0d0000000495	00000000000000000000000101100011
0d0000000496	00011100000000000000000001100111
0d0000000497	11111111101011100001111011110011
0d0000000498	00000000000000000000000000110011
0d0000000499	00000000000000000000000000110011
0d0000000500	00000000000000000000000000110011
0d0000000501	00001110000100000000010100010011
0d0000000502	00000000000000001000010100010011
0d0000000503	00011100000000000000000001100111
